"game_id","title","url","video_id","channel","duration","view_count","like_count","comment_count"
22401174,"Boston Celtics vs Charlotte Hornets Full Game Highlights - April 11, 2025 | Regular Season","https://www.youtube.com/watch?v=5mf1FcArj1c","5mf1FcArj1c","GAMETIME HIGHLIGHTS",582,121795,1482,58
22401174,"Boston Celtics vs Charlotte Hornets Full Game Highlights | Apr 11 | 2025 NBA Season","https://www.youtube.com/watch?v=-iLdfY6dVb0","-iLdfY6dVb0","Hooper Highlights",596,2468,126,3
22401174,"Charlotte Hornets vs Boston Celtics - Full Game Highlights | April 11, 2025 NBA Season","https://www.youtube.com/watch?v=db0AiShkJI4","db0AiShkJI4","The CCB Network",638,13208,208,8
22401163,"Golden State Warriors vs San Antonio Spurs Full Game Highlights - April 9, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=vaYYQjZpxcw","vaYYQjZpxcw","GAMETIME HIGHLIGHTS",582,206126,2156,112
22401163,"Golden State Warriors vs San Antonio Spurs Full Game Highlights | April 9, 2025 | FreeDawkins","https://www.youtube.com/watch?v=baJAihCK384","baJAihCK384","FreeDawkins",616,465474,6116,941
22401160,"Miami Heat vs Chicago Bulls Full Game Highlights | Apr 9 | 2025 NBA Season","https://www.youtube.com/watch?v=TKSd9o29rbk","TKSd9o29rbk","Hooper Highlights",590,3439,115,7
22401160,"Miami Heat vs Chicago Bulls Full Game Highlights - April 9, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=O4RZZzEmxUo","O4RZZzEmxUo","GAMETIME HIGHLIGHTS",575,82699,1239,42
22401138,"Cleveland Cavaliers vs Sacramento Kings Full Game Highlights | Apr 6 | 2025 NBA Season","https://www.youtube.com/watch?v=9vMY2RhWBnw","9vMY2RhWBnw","Hooper Highlights",599,3523,133,11
22401199,"Los Angeles Lakers vs Portland Trail Blazers Full Game Highlights | Apr 13 | 2025 NBA Season","https://www.youtube.com/watch?v=_leL-tJgRSk","_leL-tJgRSk","Hooper Highlights",565,4805,146,7
22401199,"Los Angeles Lakers vs Portland Trail Blazers Full Game Highlights - April 13, 2025 | Regular Season","https://www.youtube.com/watch?v=nbrHkNpNlNI","nbrHkNpNlNI","GAMETIME HIGHLIGHTS",549,475109,3350,300
22401199,"Los Angeles Lakers vs Portland Trail Blazers - Full Game Highlights | April 13, 2025 NBA Season","https://www.youtube.com/watch?v=LBGHDkqam6w","LBGHDkqam6w","The CCB Network",523,6844,137,2
22400617,"Milwaukee Bucks vs New Orleans Pelicans Full Game Highlights - April 6, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=JIIHJDLuuV0","JIIHJDLuuV0","GAMETIME HIGHLIGHTS",568,62148,1077,16
22401137,"Boston Celtics vs Washington Wizards Full Game Highlights | Apr 6 | 2025 NBA Season","https://www.youtube.com/watch?v=LCJjAIYFiLE","LCJjAIYFiLE","Hooper Highlights",592,2756,115,2
22401128,"New York Knicks vs Atlanta Hawks Full Game Highlights - April 5, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=LH_LOCkHRWI","LH_LOCkHRWI","GAMETIME HIGHLIGHTS",557,63745,1013,34
22401146,"Memphis Grizzlies vs Charlotte Hornets Full Game Highlights - April 8, 2025 | NBA Regular Season","https://www.youtube.com/watch?v=dT0HHWA1YXA","dT0HHWA1YXA","GAMETIME HIGHLIGHTS",583,68546,1163,25.0
22401146,"Memphis Grizzlies vs Charlotte Hornets Full Game Highlights | Apr 8 | 2025 NBA Season","https://www.youtube.com/watch?v=6rm93_VAylU","6rm93_VAylU","Hooper Highlights",595,2655,113,2.0
22401198,"Golden State Warriors vs Los Angeles Clippers Full Game Highlights | April 13, 2025 | FreeDawkins","https://www.youtube.com/watch?v=ADXjT36l7pw","ADXjT36l7pw","FreeDawkins",781,954388,10747,1400.0
22401198,"Golden State Warriors vs Los Angeles Clippers Full Game Highlights - April 13, 2025 | Regular Season","https://www.youtube.com/watch?v=hRN9285DYLA","hRN9285DYLA","GAMETIME HIGHLIGHTS",582,439351,3765,178.0
22401198,"Golden State Warriors vs LA Clippers Full Game Highlights | Apr 13 | 2025 NBA Season","https://www.youtube.com/watch?v=I9eEiUq2mkg","I9eEiUq2mkg","Hooper Highlights",576,8175,265,12.0
