epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,4426.88,0.52837,0.34895,1.36693,0.96658,0.9288,0.97291,0.84841,0.63087,0.44814,2.04442,0.00030808,0.00030808,0.00030808
75,4486.16,0.52599,0.34577,1.36384,0.96069,0.93756,0.97494,0.84957,0.62591,0.44031,2.04545,0.000297081,0.000297081,0.000297081
76,4546.23,0.52667,0.34972,1.34818,0.95219,0.93409,0.97058,0.84581,0.63237,0.44173,2.05797,0.000286083,0.000286083,0.000286083
77,4605.09,0.53171,0.34981,1.36317,0.95919,0.93381,0.96962,0.84697,0.63144,0.44914,2.04651,0.000275084,0.000275084,0.000275084
78,4664.06,0.51094,0.33853,1.334,0.9749,0.92323,0.97182,0.85068,0.62662,0.4329,2.03845,0.000264085,0.000264085,0.000264085
79,4723.48,0.51751,0.34101,1.34037,0.96731,0.9225,0.97147,0.84821,0.61943,0.43135,2.09318,0.000253086,0.000253086,0.000253086
80,4782.36,0.51474,0.33966,1.32692,0.96103,0.93623,0.972,0.85225,0.61658,0.43672,2.08945,0.000242087,0.000242087,0.000242087
81,4841.54,0.51367,0.33897,1.33358,0.97506,0.92025,0.97093,0.85156,0.61961,0.43899,2.05372,0.000231088,0.000231088,0.000231088
82,4900.38,0.50045,0.3347,1.31382,0.97028,0.93148,0.97478,0.85263,0.62056,0.43563,2.04562,0.000220089,0.000220089,0.000220089
83,4959.29,0.50069,0.33395,1.32351,0.97537,0.91371,0.97043,0.85117,0.62044,0.44633,2.04944,0.00020909,0.00020909,0.00020909
84,5018.52,0.49866,0.33043,1.32243,0.95845,0.93271,0.97178,0.85138,0.6166,0.43938,2.08626,0.000198091,0.000198091,0.000198091
85,5077.65,0.49472,0.3291,1.32373,0.9562,0.93291,0.97069,0.85149,0.61762,0.44864,2.06282,0.000187092,0.000187092,0.000187092
86,5137.07,0.49455,0.32854,1.2936,0.95717,0.93021,0.97249,0.85276,0.61712,0.43154,2.06845,0.000176094,0.000176094,0.000176094
87,5196.24,0.49188,0.32661,1.30526,0.95924,0.9349,0.97301,0.85237,0.61488,0.43404,2.07192,0.000165095,0.000165095,0.000165095
88,5255.54,0.48914,0.32585,1.30831,0.96589,0.92655,0.97308,0.85315,0.61135,0.43551,2.04111,0.000154096,0.000154096,0.000154096
89,5315.07,0.49667,0.32608,1.309,0.96678,0.92561,0.97082,0.85148,0.62001,0.45012,2.0729,0.000143097,0.000143097,0.000143097
90,5374.23,0.48125,0.32239,1.28504,0.96837,0.92165,0.97022,0.85427,0.61611,0.44755,2.06133,0.000132098,0.000132098,0.000132098
91,5449.16,0.45932,0.30542,1.28848,0.96691,0.92121,0.96914,0.84822,0.61675,0.44897,2.1033,0.000121099,0.000121099,0.000121099
92,5508.18,0.45027,0.29991,1.27869,0.96318,0.92406,0.96982,0.8524,0.61316,0.44744,2.10088,0.0001101,0.0001101,0.0001101
93,5567.15,0.44224,0.29478,1.26713,0.96281,0.92181,0.97045,0.84976,0.6119,0.45066,2.10498,9.91012e-05,9.91012e-05,9.91012e-05
94,5627.22,0.43905,0.29124,1.25488,0.97157,0.91521,0.96941,0.85353,0.60887,0.45272,2.091,8.81023e-05,8.81023e-05,8.81023e-05
95,5686.08,0.43308,0.28824,1.25329,0.96894,0.92139,0.97142,0.85458,0.60885,0.4413,2.086,7.71034e-05,7.71034e-05,7.71034e-05
96,5745.38,0.43203,0.28864,1.2372,0.96539,0.9247,0.97275,0.85585,0.61216,0.4412,2.12006,6.61045e-05,6.61045e-05,6.61045e-05
97,5804.43,0.42926,0.28775,1.2406,0.96936,0.92087,0.97194,0.85576,0.6074,0.4437,2.1146,5.51056e-05,5.51056e-05,5.51056e-05
98,5863.31,0.42844,0.28464,1.23309,0.97472,0.91794,0.97144,0.85633,0.60689,0.4447,2.13283,4.41067e-05,4.41067e-05,4.41067e-05
99,5922.83,0.4197,0.28092,1.22074,0.96314,0.92884,0.97172,0.85593,0.60722,0.44447,2.11794,3.31078e-05,3.31078e-05,3.31078e-05
100,5981.78,0.41472,0.27884,1.21959,0.96866,0.92286,0.97209,0.85641,0.60512,0.44402,2.12954,2.21089e-05,2.21089e-05,2.21089e-05
